"BBCA.JK.Close"
6690
6800
6735
6740
6680
6740
6725
6745
6870
6835
6850
6875
6835
6830
6840
6840
6810
6840
6790
6785
6740
6480
6440
6600
6730
6740
6760
6785
6780
6800
6790
6680
6720
6695
6695
6595
6615
6525
6530
6420
6290
6290
6080
6320
6440
6435
6200
5785
5925
5850
5560
5560
5560
5120
5000
4650
4735
4430
4500
5280
5510
5495
5525
5480
5410
5495
5735
5655
5635
5595
5500
5515
5485
5240
5425
5355
5160
5145
5120
4920
4960
4830
4850
5170
5220
5285
5355
5245
5295
5220
5110
4920
4785
4765
4680
4765
4970
4965
5295
5190
5360
5780
5790
5725
5900
5805
5800
5680
5670
5500
5760
5720
5585
5575
5540
5620
5705
5725
5645
5675
5695
5800
5870
5870
5935
5990
6200
6100
6200
6175
6200
6150
6180
6120
6140
6200
6180
6200
6100
6100
6185
6135
6240
6130
6210
6205
6260
6180
6120
6175
6260
6300
6405
6360
6330
6315
6365
6340
6600
6495
6275
6520
6435
6500
6380
6285
6335
6245
5810
5905
6050
5860
5750
5755
5630
5605
5450
5505
5445
5610
5515
5505
5420
5570
5505
5520
5700
5755
5780
5775
5855
5855
5900
5785
5760
5900
5805
5780
5800
5770
5815
5790
5820
5890
5820
6150
6300
6285
6480
6540
6420
6390
6480
6550
6570
6615
6600
6600
6565
6410
6480
6385
6205
6395
6450
6460
6390
6520
6490
6575
6735
6820
6790
6950
6935
6800
6830
6715
6725
6780
6765
6770
6835
7090
6945
6965
7050
7345
7160
7120
7020
6955
7120
7095
7095
7075
7080
7035
6820
6790
6900
6760
6820
6800
6825
6855
6915
6920
6980
6920
6880
6800
6940
6900
6735
6825
6790
6825
6725
6705
6710
7045
7015
7000
6720
6800
6720
6605
6705
6765
6665
6625
6610
6705
6760
6620
6565
6440
6370
6415
6360
6395
6215
6225
6155
6165
6250
6135
6200
6065
6000
6305
6280
6275
6270
6235
6165
6215
6390
6285
6405
6320
6410
6405
6390
6400
6425
6425
6400
6420
6480
6500
6390
6345
6380
6360
6325
6355
6270
6340
6375
6465
6600
6580
6530
6430
6530
6620
6470
6410
6470
6385
6330
6325
6250
6340
6230
6210
6190
6055
6045
6025
6025
6100
6110
6055
6065
6015
6020
6170
6045
5990
6115
6110
6005
6010
6155
6035
6005
6005
5980
6040
5970
5960
6145
6120
6300
6160
6200
6300
6300
6410
6420
6600
6600
6600
6590
6600
6600
6560
6510
6565
6550
6565
6540
6600
6575
6570
6440
6570
6520
6555
6545
6495
6500
6520
6585
6490
6555
6580
6585
6580
6520
6580
7000
6760
6960
6945
7180
7160
7290
7255
7320
7525
7750
7650
7525
7500
7400
7525
7525
7525
7450
7375
7475
7400
7300
7350
7375
7450
7575
7675
7650
7675
7525
7500
7475
7575
7400
7425
7475
7475
7475
7425
7275
7400
7275
7300
7500
7375
7350
7350
7425
7350
7375
7300
7300
7300
7275
7500
7375
7375
7325
7300
7300
7350
7350
7300
7300
7325
7400
7450
7475
7650
7600
7700
7700
7700
7850
7750
7675
7675
7775
7950
7800
7775
7700
7800
7775
7625
7800
7725
7725
7800
7725
7950
7750
7825
7700
7875
7975
7900
7925
7950
7900
8050
8000
8050
8050
7975
7900
7700
7650
7850
7925
7950
8075
8150
8200
8000
7900
7900
7925
7900
7925
7950
7900
7850
7875
7975
7925
7900
7900
7750
7750
7850
7725
7800
7800
7700
7700
7625
7650
7925
7875
8000
8125
8200
8125
7600
7525
7650
7275
7325
7400
7575
7450
7400
7375
7350
7375
7575
7575
7750
7575
7600
7450
7375
7600
7500
7350
7350
7400
7325
7575
7500
7625
7650
7500
7525
7475
7350
7300
7275
7250
7250
7050
7250
7300
7100
7150
7125
7175
7000
7025
7000
7150
7175
7400
7400
7325
7300
7300
7325
7350
7350
7500
7600
7625
7800
7875
7875
7900
7900
7950
7925
7950
7975
8000
7900
8000
7900
7950
8075
8000
8150
8175
8200
8150
8225
8275
8275
8375
8350
8375
8375
8525
8500
8750
8450
8650
8550
8475
8475
8375
8425
8300
8325
8375
8550
8500
8550
8450
8425
8200
8300
8250
8325
8275
8250
8250
8300
8275
8500
8650
8900
8700
8550
8700
8750
8800
8800
8750
8800
8775
8850
8750
8875
8800
8850
8750
8800
8600
8725
8825
8725
8900
8875
9000
8975
9025
8975
9300
9000
8900
8775
8675
8450
8500
8575
8700
8700
8625
8500
8600
8650
8575
8675
8575
8500
8575
8600
8650
8575
8550
8550
8550
8350
8250
8300
8450
8175
8125
8175
8050
8150
8325
8300
8325
8300
8225
8200
8475
8700
8700
8475
8500
8450
8700
8725
8850
8825
8900
8825
8875
8950
8875
8700
8725
8750
8700
8675
8725
8675
8775
8750
8600
8625
8475
8400
8425
8575
8575
8450
8550
8325
8325
8300
8375
8400
8500
8825
8700
8675
8800
8825
8750
8800
8775
8725
8750
8800
8825
8900
8925
9000
9025
9125
9200
9150
9050
9050
8925
9000
9000
9000
8925
8925
8825
8800
8775
8700
8775
9000
9000
9125
9025
9050
9150
9150
9250
9050
9200
9150
9100
9125
9100
9150
9150
9075
9050
9050
9000
9050
9125
9050
9050
9075
9150
9075
9050
9050
9075
9025
9050
9025
9175
9125
9200
9175
9150
9150
9150
9100
9150
9350
9225
9125
9125
9125
